Epoch,Train Loss,Validation Loss
1,14.266711904907227,13.4952208404541
2,12.412511181640625,11.993223365783692
3,10.906178146362304,10.71648639678955
4,9.628746789550782,9.666445266723633
5,8.621486462402343,8.793703735351562
6,7.793442065429687,8.128723133087158
7,7.217239218139649,7.615078598022461
8,6.777688586425781,7.214434669494629
9,6.405525152587891,6.895814231872558
10,6.099479498291015,6.714010147094727
11,5.83738787689209,6.455695743560791
12,5.5886494926452635,6.285294448852539
13,5.4389728256225585,6.179866317749023
14,5.276413626098633,5.990454879760742
15,5.130616522216797,5.924306125640869
16,5.005727983093261,5.852003147125244
17,4.925405913543702,5.761552314758301
18,4.842668247222901,5.727315315246582
19,4.747163626098633,5.637931268692016
20,4.667517551422119,5.593565658569336
21,4.617736343383789,5.519793109893799
22,4.5677586315155025,5.528954010009766
23,4.530811479949951,5.46536682510376
24,4.456976443481445,5.455774082183838
25,4.407991967010498,5.422159671783447
26,4.3813732040405275,5.381041622161865
27,4.35847031364441,5.391039760589599
28,4.307016535949707,5.379032962799072
29,4.282883220672607,5.34371049118042
30,4.271301938629151,5.312960777282715
31,4.238085589599609,5.329129291534424
32,4.214700092315674,5.393991115570068
33,4.206511874389649,5.327971870422363
34,4.175717723846436,5.327949974060059
35,4.17117986831665,5.265676879882813
36,4.142198351287842,5.345889884948731
37,4.13079326171875,5.276707197189331
38,4.116040029907227,5.296240779876709
39,4.114041418457031,5.28525611114502
40,4.224363352966309,5.019494590759277
41,3.9677828704833984,5.011641567230225
42,3.8054760925292967,5.026697647094727
43,3.696227632141113,5.003690643310547
44,3.573819383239746,4.920012218475342
45,3.4751906326293946,5.015866577148437
46,3.377692700576782,4.954224979400634
47,3.293186776351929,4.9855536842346195
48,3.2329262168884276,4.959938495635987
49,3.1495930793762206,4.95447993850708
50,3.1026928760528563,4.921994342803955
